"component","bagofwords","transformed_bagofwords"
"com.amaze.filemanager.asynchronous.services.ExtractServiceTest","Before public void throws Exception Shadow Environment External Storage State MEDIA MOUNTED Utils copy Class Loader Resource Stream slip File Output zipfile test archive rarfile tarfile tarballfile service Robolectric setup Service Extract class After tear Down Test Slip perform assert Equals Runtime application String string multiple invalid entries Toast Text Latest Normal Null ","setup tear medium string stream extern extract slip util void environ archiv normal file entri throw perform ferroelectr test null mount equal copi except runtim tar multipl loader interfil arbel resourc output storag zip toast servic cla assert text shadow public invalid applic"
"com.amaze.filemanager.asynchronous.services.CopyService","Override public void Create super Application Context register Receiver receiver Intent Filter BROADCAST COPY CANCEL Start Command intent flags final start Bundle Root Explorer Boolean Extra ROOT EXPLORER false Array List Hybrid File Parcelable files SOURCES String target Path TARGET mode OPEN MODE Open Mode UNKNOWN ordinal boolean move MOVE shared Preferences Manager Default Shared accent Color Config Utils Provider Current User this Notify Notification System Service NOTIFICATION SERVICE START notification Main Activity class Action ACTION MAIN Flags FLAG ACTIVITY TASK INTENT PROCESS VIEWER true Pending pending custom Small Content Views Remote Package Name layout service small stop Broadcast UPDATE CURRENT Compat action drawable content copy white string Builder Constants CHANNEL NORMAL Icon Custom Heads Style Decorated Ongoing Metadata TYPE Foreground build init progress Halted Background execute return STICKY Progress Listener Destroy unregister context Handler Cancelled Binder ","unregist user color remot creat stop command move copi main bundl abl notifi build hybrid icon intent pend background default regist start cla target action explor void manag style custom layout system compact accent final decor type metum ordin flag cancel white head ongo share content return halt view receiv viewer file proce unknown filter current intu sourc task prefer notif list channel fals provid array binder root execut super sticki broadcast updat context activ string datum constant listen con overrid foreground util normal extra fig boolean progress path drawabl destroy handler thi true mode name builder servic packag parcel public applic"
"com.amaze.filemanager.asynchronous.services.ZipService","Override public void Create register Receiver receiver Intent Filter COMPRESS BROADCAST CANCEL Start Command intent flags final start String Path Extra PATH Array List Hybrid File Parcelable base Files FILES Notify Manager Notification System Service Context NOTIFICATION SERVICE exists create catch Exception print Stack Trace shared Preferences Default Shared Application accent Color Config Utils Provider Current User this notification Main Activity class INTENT PROCESS VIEWER true Pending pending custom Small Content Views Remote Package Name layout service small stop Broadcast FLAG UPDATE CURRENT Compat Action action drawable grey string Builder Constants CHANNEL NORMAL Icon Custom Heads Style Decorated Ongoing Metadata TYPE Foreground build init super progress Halted async Task Compress Async execute return START STICKY Progress Listener context Handler Cancelled Binder Destroy unregister ","unregist user trace color remot creat stop command rey catch main except abl notifi build hybrid exist icon intent pend sync default regist start cla action compr void manag style custom layout system compact accent final decor type metum flag cancel head ongo share content return halt view receiv viewer file proce filter current print intu task prefer base notif list channel provid array binder execut super sticki broadcast updat context activ string datum constant listen con overrid foreground util normal extra fig progress path drawabl destroy handler thi true name builder servic stack packag parcel public applic"
"com.amaze.filemanager.asynchronous.services.AbstractProgressiveService","Override public Start Command Intent intent flags start return super abstract Progress Listener void progress Halted Notification Custom View Small notification service small true Text text time Remaining String string unknown transfer Rate Manager notify Builder build Resumed Math round Percent false Publish results link Datapoint Parcelable eventually Process Viewer Fragment param speed number bytes being copied Complete whether operation completed ongoing supported moment move files moved final publish Results long boolean Handler Cancelled Name File total Size Total written Written float Title Service Watcher Util state Interaction Interface STATE HALTED Formatter format this filename remaining Time Utils Timer else Constants COPY processing Ongoing Auto Completed Source Files Processed Returns Packages list which contains data transferred Method call synchronized avoid modifying handler Thread while Main Activity Runnable executing callbacks index size Decrypt Initializes views initial Views zero Bytes ","command runnabl move copi main speed abl notifi build intent start synchron math void manag custom format para final complet auto result flag cancel initi zero thread ongo contain return abstract call halt interfac interact modifi fragment timer view time viewer file proce resum unknown remain support round sourc transfer size formatt notif watcher filenam list fals execut float super publish avoid method percent activ string link datum constant listen callback overrid util index moment boolean titl progress eventu handler els written total thi true name decrypt builder rate oper servic process packag parcel text byte public"
"com.amaze.filemanager.asynchronous.services.ExtractService","Override public void Create register Receiver receiver Intent Filter BROADCAST EXTRACT CANCEL context Application Context Start Command intent flags final start Progress Listener return progress this Destroy unregister Handler Cancelled true Binder ","unregist context listen overrid extract creat receiv void command filter progress destroy handler final thi intent true flag cancel regist start binder return public broadcast applic"
"com.amaze.filemanager.asynchronous.services.DecryptService","Override public void Create super context Application Context register Receiver cancel Intent Filter BROADCAST CRYPT CANCEL Start Command intent flags start base File Parcelable Extra SOURCE shared Preferences Manager Default Shared accent Color Config Utils Provider Current User this Open Mode open values OPEN MODE UNKNOWN ordinal notification Notification System Service NOTIFICATION SERVICE Main Activity class Action ACTION MAIN Flags FLAG ACTIVITY TASK INTENT PROCESS VIEWER true Pending pending custom Small Content Views Remote Package Name layout service small stop Broadcast UPDATE CURRENT Compat action drawable folder lock white String string Builder Constants CHANNEL NORMAL Custom Heads Style Decorated Ongoing decrypt Path DECRYPT PATH Icon Metadata TYPE Foreground build init progress Halted Decrypt Background Task execute return START STICKY Progress Listener boolean Binder Destroy unregister Handler Cancelled ","folder unregist user color remot creat stop command main abl crypt build icon intent pend background default regist start cla action void manag style custom layout system compact accent decor type metum ordin flag cancel white head ongo share content return halt view lock receiv viewer file proce valu unknown filter current intu sourc task prefer base notif channel provid binder execut super sticki broadcast updat context activ string datum constant listen con overrid foreground util normal extra fig boolean progress path drawabl destroy handler thi true mode name decrypt builder servic packag parcel public applic"
"com.amaze.filemanager.asynchronous.services.EncryptService","Override public void Create super context Application Context register Receiver cancel Intent Filter BROADCAST CRYPT CANCEL Start Command intent flags start base File Parcelable Extra SOURCE target Filename String ENCRYPT TARGET shared Preferences Manager Default Shared accent Color Config Utils Provider Current User this Open Mode open values OPEN MODE UNKNOWN ordinal notification Notification System Service NOTIFICATION SERVICE Main Activity class Action ACTION MAIN Flags FLAG ACTIVITY TASK INTENT PROCESS VIEWER true Pending pending custom Small Content Views Remote Package Name layout service small stop Broadcast UPDATE CURRENT Compat action drawable folder lock white string Builder Constants CHANNEL NORMAL Custom Heads Style Decorated Ongoing Icon Metadata TYPE Foreground build init progress Halted Background Task execute return START STICKY Progress Listener Binder Destroy unregister Handler Cancelled ","folder unregist user color remot creat stop command main abl crypt build icon pend intent background default regist start cla target action void manag style custom layout system compact accent decor type metum ordin flag cancel white head ongo share content return halt view lock receiv viewer file proce valu unknown filter current intu sourc task prefer base filenam notif channel provid binder execut super sticki broadcast updat context activ string datum constant listen con overrid foreground util normal extra fig progress drawabl destroy handler thi true mode name builder servic encrypt packag parcel public applic"
"com.amaze.filemanager.shadows.jcifs.smb.ShadowSmbFile","Implementation public void constructor Ntlm Password Authentication auth File file this Input Stream throws Exception return long length ","length file implement throw constructor void authent thi stream auto input return except password public antl"
"com.amaze.filemanager.test.ShadowCryptUtil","Method handles encryption plain text various Implementation public static String Password Context context Text throws General Security Exception return Encrypt decryption cipher Decrypt ","implement context method throw except plain handl string cipher encrypt return static text password public decrypt secur variou"
"com.amaze.filemanager.test.ShadowShellInteractive","Implementation public boolean Running return true wait Idle void Command String command code Shell Result Listener throws Exception Interrupted Process Builder environment LANG TIME STYLE long process start exit Value Buffered Reader reader Input Stream result Array line while Line null ","implement string time stream listen exit environ void style command line throw proce null boolean valu code except ang wait true result interrupt reader builder array buffer start idl return input shell public run"
"com.amaze.filemanager.test.ShadowCryptUtilTest","Test public void test Encrypt Decrypt throws General Security Exception String text encrypted Crypt Util Password Runtime Environment application assert Equals decrypt With Utils Handler utils Create Writable Database fingerprint Client Path Necessary null Host ","databas client string writabl password creat util environ void throw null test equal fingerprint except path crypt runtim handler host decrypt encrypt assert text public secur applic"
"com.amaze.filemanager.utils.SmbStreamer.StreamSourceTest","Before public void throws Exception String Builder text File append Bytes file create Stream Source length Purpose Open existing Input Expected read buff Test open Existing byte assert Equals Read content equal buffer size from temp Arrays copy Range with bigger than Exceed Throw exception when reading happen closed thrown expected class Closed certain positions start Position Start writing exceed Index Bounds move incorrect wrong Illegal Argument after successful unavailable catch ignored MIME type return Mime Type name Name remain amount Exact Move beginning reset object ","length rang unavail object thrown string append amount begin stream wrong exact argument reset success creat index void mime file catch throw move test equal copi remain except sourc bound exceed type write size purpos temp exist posit name builder array close buffer read start ignor incorrect content buff input assert cla illeg return text byte public happen bigger expect"
"com.amaze.filemanager.utils.SmbStreamer.StreamSource","public Stream Source File file long super mime Mime Type Extension From Name name this notice strange input stream made some modifications original jcifs library needs streaming required returning renamed However needed specify buffer size constructor looks like Input read Buffer open Flags throws Exception Malformed Unknown Host RDONLY FFFF access type TYPE NAMED PIPE ATTR NORMAL CREAT TRUNC else connect Size length Setting properties didn work created libs folder there modified want stock have somehow equal with http server which void skip catch Override byte bytes start offs move position Illegal Argument Position bounds close print Stack Trace String ","length folder malform extens crest trace string somehow stream argument overrid server trunk creat normal void mime strang file origin pipe throw tart constructor requir catch stock move equal unknown except lib print sourc bound jiff type host els size acc skip thi librari set modif posit specifi name flag connect close buffer read properti start look notic super input return illeg stack byte public modifi renam"
"com.amaze.filemanager.utils.SmbStreamer.StreamServer","Override this customize server default delegates File allows directory listing param Percent decoded without parameters example index method POST parms Parsed percent from case data header Header entries return HTTP response class Response details public abstract String Properties files Starts given port Throws Exception socket already Stream Server wwwroot throws Stops void stop Socket close Thread join catch Interrupted ","method post percent string datum stream directori overrid server stop header void file entri catch throw custom para socket paramet detail except pars arrowroot allow respons thi exampl list default interrupt port pram close thread join properti start cla return abstract deleg index public decod"
"com.amaze.filemanager.utils.SmbStreamer.Streamer","public static Streamer Instance instance null PORT catch Exception print Stack Trace return boolean Media File file pattern matcher Name matches void long this length Override stop super Response serve String method Properties header parms files source name From Path equals HTTP NOTFOUND MIME PLAINTEXT else start range Property starts With bytes substring minus index Long parse Number Format Cloud Util Request from final Source RANGE SATISFIABLE Header Content Range data move Skipped PARTIALCONTENT Mime Type reset Length Accept Ranges ","length rang match satisfi accept serv method partial medium trace string datum reset request overrid static stop util header void index instanc mime file catch null format move boolean equal matcher streamer except pars print path sourc minu respons els final type skip thi plain found name cloud pattern port pram properti start content return super stack text byte public substr"
"com.amaze.filemanager.utils.UtilsTest","Test public void test Sanitize Input assert Equals sanitize apple ","sanit test appl equal assert input public void"
"com.amaze.filemanager.utils.ComputerParcelableTest","Purpose check computer Parcelable object equal Input equals Computer Object Expected result true Test public void test Equals assert True when name same confirm that different only addr false Name False address Addr ","object purpos test confirm equal name assert comput input expect result parcel true public add check addr fals void abl"
"com.amaze.filemanager.utils.BookSorterTest","Purpose when title length bigger than result positive Input compare Expected return integer Test public void test Compare Title Path Bigger String Amaze File Manager assert That book Sorter greater Than smaller negative less same path Same this case expected real failure name exist zero Equals Case difference ","length book string compar neg failur differ void manag file test equal real titl path purpos thi exist integ posit result amaz name sorter zero assert input return public bigger expect"
"com.amaze.filemanager.utils.Billing","public Billing Basic Activity activity this List Array donations layout Inflater Layout System Service Context LAYOUT INFLATER SERVICE billing Client Builder Listener build initiate Purchase Flow Override void Purchases Updated response Code Nullable purchases Recycler View Holder Create Group parent view Type root inflate adapter false return Donation Bind holder position Item Count size Details Params launch Cancel destroy Instance Starts connection Google Play services param execute Success private start Connection final Runnable State Setup Finished Response Class Simple Name finished code Connected true null Disconnected Ready ","inflat updat context setup client activ view listen overrid finish creat disconnect void parent instanc bill runnabl basic null count recycl para privat adapt purchas donat layout system code detail succ abl destroy respons type bind final size build thi holder true posit play list cancel initi name connect fals flow array builder oogl simpl item launch start readi root execut servic cla return public"
"com.amaze.filemanager.utils.ComputerParcelable","public Computer Parcelable String this name addr Override create From return Array size format describe Contents void write parcel boolean equals Object instanceof hash Code ","object string overrid creat void instanc hash format boolean equal code abl write size thi name array describ content comput add return parcel public"
"com.amaze.filemanager.utils.RootUtils","Copies file using root public static void copy String source destination throws Shell Running Exception mount Point File System Root Helper Command null Creates empty directory param path name mkdir touch Recursively removes with contents return boolean whether deleted Array List result size Moves Renames Path before rename after successful output This converts from booleans OCTAL permissions notations link Utils CHMOD COMMAND true false Octal READ WRITE EXECUTE ","use helper convert string link directori mod success static creat util void command file irk throw null move para mount boolean copi touch system except path sourc empti renam write size destin thi true permiss result list name fals delet array output remov read root execut notat content return recurs shell octal public run"
"com.amaze.filemanager.utils.FingerprintHandler","public Fingerprint Handler Context Intent intent Material Dialog material Encrypt Decrypt Utils Button Callback Interface decrypt context this Requires Build VERSION CODES void authenticate Manager manager Crypto Object crypto Cancellation Signal cancellation Activity Compat check Self Permission Manifest permission FINGERPRINT Package PERMISSION GRANTED return null Override Authentication Error Char Sequence String Help help Failed failed Succeeded Result result confirm ","error object context self materi activ string callback overrid fail util void version manag succeed dialog null requir char button signal code fingerprint grant check compact crypt handler sequenc build thi help intent permiss result cancel confirm decrypt manifest authent encrypt return packag public interfac"
"com.amaze.filemanager.utils.ImmutableEntry","public Immutable Entry Nullable value this Override final return Value throw Unsupported Operation Exception ","unsupport final entri immut throw oper null thi valu return overrid except public abl"
"com.amaze.filemanager.utils.ProgressHandler","Constructor start instance param source Files total number files selected user operation public Progress Handler long Size this when know size publish progress after calculating write length Position position byte being processed synchronized void Written Length speed written Listener Progressed Name String return Source Processed Total Cancelled boolean ","length user string listen void instanc file constructor para boolean calcul speed progress sourc handler write size written total thi posit cancel select name oper start synchron process return publish byte public"
"com.amaze.filemanager.utils.PreferenceUtils","public static Status Color String skin return darker parse ","darker string color return static skin public pars statu"
"com.amaze.filemanager.utils.GlideConstants","",""
"com.amaze.filemanager.utils.OnAsyncTaskFinished","",""
"com.amaze.filemanager.utils.LruBitmapCache","param Size caches that override link size this maximum number entries other sizes public Bitmap Cache super Default Override String return void bitmap ","maximum entri default size cach para thi string link super return overrid bitmap public void"
"com.amaze.filemanager.utils.BookSorter","Override public compare String result Ignore Case return ","ignor string return result overrid public compar"
"com.amaze.filemanager.utils.GenericFileProvider","",""
"com.amaze.filemanager.utils.AnimUtils","public static Interpolator Fast Slow Context context fast null Animation Utils load android interpolator slow return Animates filenames textview marquee after delay Make sure link Text View Selected boolean false order stop later void After Delay Millis Themed ","context anim view link fast static stop delay util void slow mill null boolean android filenam marque select theme fals interpol load return text public"
"com.amaze.filemanager.utils.ObtainableServiceBinder","public Obtainable Service Binder service this return ","obtain binder thi servic return public"
"com.amaze.filemanager.utils.Utils","public static float clamp value minimum Math return View view location Parent Location Window void Tint Context context Check color Build VERSION Color State List android attr state checked grey CODES LOLLIPOP Button else Drawable drawable Compat wrap material String Date long DATE WITH MINUTES format year date substring length equals Gets param resource Resources Display Metrics display round xdpi DENSITY DEFAULT Compares Strings returns portion where they differ More precisely remainder second starting from different first example difference machine robot Utils null abxyz abcde differs empty Stolen Apache https commons apache proper lang javadocs html index Difference INDEX FOUND Force disables screen rotation Useful when temporarily activity because external intent have really deal much with filesystem Screen Rotation Main Activity Orientation Configuration orientation ORIENTATION LANDSCAPE Requested Info SCREEN PORTRAIT boolean Device Land Scape Sanitizes input application avoid attempt command injection sanitize Input sanitized Temp while true Once break Returns associated specific basefile Base File Hybrid Parcelable switch Mode case FILE ROOT Generic Provider PROVIDER NAME Path Document DROPBOX GDRIVE ONEDRIVE Toast make Text launch error LENGTH LONG show default position last char Last Char Index element Number throw Illegal Argument Exception occurencies Formats plain Timer timer final Unit SECONDS Minutes Seconds Millis ","window temporarili display break configur color differ static forc command rey sanit switch equal main unit code remaind except portion abl disabl proper build inject hybrid plain landscap intent date found posit default densiti start info substr compar error rotat use materi precis clamp extern associ math scape void parent null format para document char drive system compact android empti final orient exampl portrait abid devic return illeg timer view specif argument request lollipop file valu machin robot minimum check round apach temp base wrap list element provid attempt pix metric launch common root float input box button avoid length context deal activ string tint occurr avocado util version tart gener throw mill boolean abuzz screen path ang drawabl stolen els drop true mode locat name minut resourc land toast parcel text index public applic"
"com.amaze.filemanager.utils.DataUtils","public static Data Utils Instance return Holder INSTANCE contains Server String servers path synchronized null equals Books books Checks whether cloud account certain type present param service Type link Open Mode check index found Accounts Cloud Storage storage accounts switch case instanceof break DROPBOX Dropbox GDRIVE Google Drive ONEDRIVE default void clear hiddenfiles Concurrent Radix Tree Default Char Array Node Factory Grid List Inverted history storages tree menu Metadata register Changed Listener remove size final boolean refreshdrawer Added true Hidden File Void Value SINGLETON Removed History Linked push sort Collections Sorter Servers this Files Exact Gridfiles gridfiles Path GRID Listfiles listfiles LIST value Integer Longest Prefixing Storages Menu Drawer Item item metadata find longest containing Nullable Containing Sequence ","book break string datum link menu exact node listen server invert singleton static collect util void instanc file null sort para switch char equal drive boolean valu radix hidden account refresh check path abl final type sequenc size integ drop thi histori holder metum mode tree chang found list drawer true default cloud concurr sorter array oogl regist item storag grid remov synchron contain servic push return box factori index public prefix"
"com.amaze.filemanager.utils.SmbUtil","Parse path decrypt password public static String Decrypted Path Context context throws General Security Exception contains return Builder buffer append substring index encrypted Password last Index Text Utils Empty decrypted Crypt length Encrypted ","length context string append password static util throw except pars path crypt empti decrypt builder buffer contain encrypt return text index public substr secur"
"com.amaze.filemanager.utils.MainActivityHelper","public Main Activity Helper main this accent Color Accent void show Failed Operation Dialog Array List Hybrid File Parcelable failed Context contextc Material Builder title String string operationunsuccesful theme Theme positive Text cancel content following Name build Override Receive Intent intent null Action equals ACTION MEDIA MOUNTED Toast make Media Mounted LENGTH SHORT Data Path trim length exists Execute data Utils Storages Drawer refresh else UNMOUNTED final Fragment Support Manager find frame Current path switch case FOLDER mkdir open Mode break FILE mkfile CLOUD Bottom Sheet fragment Cloud FRAGMENT Integral Names Integer parse images videos audio documents apks quick recent return guide LEXA rename Open mode boolean rootmode check Folder folder VERSION CODES LOLLIPOP Card Directory DOESNT EXIST Writable Normal CREATE FILES WRITABLE SDCARD Dummy method start Compress service param compressed base Files list link Parent oppathe COMPRESS oparray Service class Extra PATH Watcher allowed delete files size Delete Task execute DELETE extract EXTRACT Decompressor decompressor Compressed Compressor Instance Sftp contains substring last Index index Retrieve with PREFIX prefix Type DROPBOX Handler GDRIVE GOOGLE ONEDRIVE default Creates which will handle search Async Search Worker query entered user Shared Preferences shared Prefs fpath SEARCH TEXT ASYNC HELPER Status RUNNING true begin Transaction remove commit Root Explorer Boolean REGEX false MATCHES Adds that persist state config change current input typed defines enabled regex regular expression matches patter matching static Bundle args INPUT OPEN MODE ordinal ROOT Arguments Check whether creation directory inside same similar filename shall Doesn work Recursive ","folder user follow break handl begin writabl color directori static creat sheet imag instanc switch lex equal makefil main code abl bundl allow regular express video build hybrid exist intent sync chang posit unmount guid default statu start cla bottom osteopath add decompress substr action compr helper materi medium trim explor void parent search manag transact patter null document para mount drive insid pars pref accent final type card integ persist ordin audio ape cancel rag delet remov contain content share return renam fragment enabl worker argument fail reg receiv lollipop dialog file quick commit compressor support refresh current check task prefer creation size base watcher filenam frame list theme fals operation array execut root input box prefix length match defin compress context method activ string datum link short con overrid extract util normal version extra irk fig enter boolean titl retriev path handler els drop thi drawer true mode integr dummi name cloud builder queri recent oogl oper storag toast servic recurs parcel text index public similar run"
"com.amaze.filemanager.utils.OneCharacterCharSequence","public Character Sequence final char value length this Override index return throw Index Bounds Exception start String array Arrays fill ","length array final sequenc throw start char thi string valu return charact overrid except index public fill bound"
"com.amaze.filemanager.utils.SimpleTextWatcher","Override public void before Text Changed Char Sequence start count after Editable ","sequenc start char count chang overrid text edit public void"
"com.amaze.filemanager.utils.ScreenUtils","public Screen Utils Activity activity this convert float return Math round Resources Display Metrics density Width display Window Manager Default width Pixels Height height ","resourc round metric densiti window manag default convert activ thi display float return height pixel math width public screen util"
"com.amaze.filemanager.utils.OnProgressUpdate","",""
"com.amaze.filemanager.utils.OnFileFound","",""
"com.amaze.filemanager.utils.TinyDB","array Boolean into Shared Preferences with save param Booleans added public static void Array preferences String edit Text Utils join DIVIDER apply parsed from return default Value equals temp split length value ","length string edit static util void divid para boolean equal valu pars appli prefer save temp default array join share return text public split"
"com.amaze.filemanager.utils.SubnetScanner","public Subnet Scanner Context context this Lock Object tasks Array List pool Executors Fixed Thread Pool Results void Address Wifi Manager Application System Service WIFI SERVICE Connection Info With Broadcast String format Formatter substring last Index Interrupted submit Task while Empty size Computer Parcelable computer Future Time Unit MILLISECONDS remove name null Found catch Exception return Execution Timeout else join synchronized observer search Finished shutdown private RETRY COUNT File list Files files Name length Host Throwable start Observer scan interrupt super ","length submit object context string lock wife time scan finish index void search manag subnet file catch throw null format shutdown count privat unit addr system except executor substr futur abl pool task empti els host size thi formatt timeout scanner result found list name connect interrupt array thread info join remov start synchron execut servic millisecond comput return observ super parcel fix public broadcast applic retri"
"com.amaze.filemanager.utils.OTGUtil","Returns array list files specific path param directory tree starts with prefix Independent mount point context loading return deprecated Document Files public static Array List Hybrid Parcelable String Context void Found root Singleton Instance Root null throw Null Pointer Exception from Tree parts split equals Util PREFIX break continue find exists long size Directory length Class Simple Name base Helper parse Permission last Modified Mode Open Traverse specified create Recursive flag used determine whether while traversing case present Notably useful opening output stream boolean next substring Index Checks there least device connected class MASS STORAGE Mass Storage Device Connected final Manager System Service SERVICE false Hash devices Interface Count Constants CLASS true ","length independ use context helper break string constant stream specif directori notabl singleton static creat util void instanc manag file hash throw null document para count mount equal boolean system except split pars check path travers abl final size deprec hybrid exist base true tree permiss mode found list name specifi flag determin connect fals array continu output simpl storag start root devic servic cla return load pointer recurs parcel index public substr modifi interfac prefix"
"com.amaze.filemanager.utils.MapEntry","Constructor provide values pair param object link Immutable Entry which another integer public Integer super ","pair immut object entri constructor para link integ valu super public provid"
"com.amaze.filemanager.utils.BottomBarButtonPath","",""
"com.amaze.filemanager.utils.EditTextColorStateUtil","public static void Tint Context context Edit Text edit color Build VERSION return Color State List create instanceof Compat Support Background else CODES LOLLIPOP ","instanc els context build support tint lollipop color return static background code list text edit public creat compact void version"
"com.amaze.filemanager.utils.InterestingConfigChange","Check config change between various callbacks this method Make sure recycle after done public static boolean Config Changed Resources resources changed Fields Mask last Configuration update From density Density Display Metrics mode Activity Info CONFIG SCREEN LAYOUT MODE LOCALE return Recycle usage avoid getting inconsistent result because modifiers ","updat method display activ configur mask con callback static variou fig recycl boolean usag layout check screen thi chang mode result field get resourc densiti metric inconsist info return local public modifi avoid"
"com.amaze.filemanager.utils.ServiceWatcherUtil","param progress Handler publish after certain delay public Service Watcher Util Progress this position halt Counter handler Thread service watcher start Looper Watches over without interrupting worker thread respective services Method frees resources handlers operation completes void Interaction Interface interaction runnable Runnable Override File Name null post Delayed Written Size state STATE HALTED String written Formatter format Short Application Context total Total Decrypt equals Length pending Intents remove Callbacks quit return Halted else RESUMED Resumed UNSET Cancelled Manually call before Fixes race condition which arise when finished execution stopping self scheduled posted Thus avoids posting callback stopped Alive Convenience method check whether another working background found checking link then wait interval secs again advised sure especially been closed there higher chances android system running memory static synchronized final context intent switch size case Waiting break notification Manager notify Notification Constants WAIT builder Helper Starts already started Halting depends private waiting startup System NOTIFICATION SERVICE Compat Builder CHANNEL NORMAL Content Title string title Text content Auto false Small Icon drawable inclusive white true Metadata TYPE cancel element Class Simple Processes ","free especi break manual static delay unset stop schedul runnabl switch equal interv notifi icon pend intent race background posit found advis depend start synchron cla aliv condit chanc self helper finish void manag null format para sec privat conveni system compact thu android final type complet metum auto cancel watch white thread simpl remov content return call halt interfac interact post worker looper inclus memori file resum counter check size formatt notif watcher element channel interrupt fals respect execut publish avoid length context method string link startup short constant datum callback overrid util normal titl quit progress drawabl handler wait els written total thi aris true name decrypt builder resourc close oper servic process text fix public applic run"
"com.amaze.filemanager.utils.DatapointParcelable","first datapoint everything false except params Allows move boolean change text from Copying Moving case copy name source file being copied amount Source Files total number files Size size combined allows changing public Datapoint Parcelable String long this speed Progress byte completed which current position bytes pool operation finished same link Override create From return Array describe Contents void write dest flags Long Byte ","combin datum amount string link overrid finish creat void file move para boolean copi speed progress except current sourc abl pool allow write size total complet thi chang posit flag name fals array oper fest describ content return parcel text byte public"
"com.amaze.filemanager.utils.theme.AppThemeTest","Test public void Theme Light apptheme LIGHT INDEX assert Equals DARK TIMED BLACK Material Dialog hour Calendar Instance HOUR else Simple index ","instanc els dialog dark simpl calendar test light materi graphem equal time assert black hmi index public theme void"
"com.amaze.filemanager.utils.theme.AppThemeManager","public Theme Manager Shared Preferences preferences this String theme Constants FRAGMENT THEME Integer parse Simple return current Application Change application change saved param manager edit apply ","fragment manag prefer simpl appli save para thi string share constant integ return chang current edit public pars theme applic"
"com.amaze.filemanager.utils.cloud.CloudStreamSourceTest","Before public void throws Exception File test create Path Absolute Files size Paths text read Bytes Cloud Stream Source Input Purpose Open existing file Expected buff Test open byte assert Equals length Throw exception when does Name Length Null pointer thrown expected class null move Read content equal buffer from temp Arrays copy Range with bigger than Exceed reading happen closed Closed certain positions start Position Start writing exceed Index Bounds incorrect wrong Illegal Argument after successful unavailable catch ignored return name remain amount Exact Move beginning reset ","length rang unavail thrown begin amount stream wrong exact argument reset success creat index void file catch throw null move test equal copi remain except path sourc bound exceed absolut write size purpos temp exist posit name cloud array close buffer read start ignor incorrect cla buff input assert pointer content illeg return text byte public happen bigger expect"
"com.amaze.filemanager.utils.cloud.CloudUtil","deprecated Cloud Files public static Array List Hybrid Parcelable list String path Storage cloud Open Mode open throws Plugin Exception void Found file Callback stripped Path Meta Data Children base Name Modified null Size Folder catch print Stack Trace Strips down remove prefix switch case DROPBOX equals Handler CLOUD PREFIX replace else break ONEDRIVE GDRIVE GOOGLE default return launch final service Type Activity activity Asynctask checks item pressed account token that saved invalid which clear authenticate user again param drawer main reference fire callbacks delete connection Token Main Task Void Boolean private Utils data Instance Override protected Background params boolean Valid true starts With Dropbox Account User Login false Drive Post Execute super Toast make Text Resources string lost LENGTH LONG show Connection execute input stream thumbnail given link Icon context Input Stream Thumbnail Context hybrid UNKNOWN generate SFTP Client Template client Remote extract From close finally Content Resolver content Document document Source ","folder user client trace break stream remot static instanc catch switch resolv equal main except abl hybrid icon refer background plug found default replac item start token thumbnail void null document para privat drive templat final type deprec metum valid strip delet remov authent login content return invalid modifi press post fire file lost unknown account check print sourc task askanc size base list connect fals array launch execut super input box prefix length context activ string datum child link callback overrid extract util gener throw boolean path handler els drop save drawer true mode name cloud protect resourc close oogl storag toast servic stack parcel text public"
"com.amaze.filemanager.utils.cloud.CloudStreamServer","Override this customize server default delegates File allows directory listing param Percent decoded without parameters example index method POST parms Parsed percent from case data header Header entries return HTTP response class Response details public abstract String Properties files Starts given port Throws Exception socket already Cloud Stream Server wwwroot throws Stops void stop Socket close Thread join catch Interrupted ","method post percent string datum stream directori overrid server stop header void file entri catch throw custom para socket paramet detail except pars arrowroot allow respons thi exampl list default interrupt cloud port pram close thread join properti start cla return abstract deleg index public decod"
"com.amaze.filemanager.utils.cloud.CloudStreamSource","public Cloud Stream Source String file Name long length Input input super this name notice strange stream made some modifications original jcifs library needs streaming required returning renamed However needed specify buffer size constructor looks like File read Buffer open Flags throws Exception Malformed Unknown Host RDONLY FFFF access type TYPE NAMED PIPE ATTR NORMAL CREAT TRUNC else connect Size Setting properties didn work created libs folder there modified want stock have somehow equal with http server which void skip catch Override byte bytes start offs close print Stack Trace move position Illegal Argument Position bounds ","length folder malform crest string trace somehow stream argument overrid server trunk creat normal void origin strang file pipe tart throw set constructor requir catch stock move equal unknown except lib print sourc bound jiff type host els size acc skip thi librari modif posit specifi name flag connect cloud close buffer read properti start look notic input super return stack illeg byte public modifi renam"
